"id","municipio","distrito","seccion","tramo","desc_tramo","viviendas","total_poblacion","tercer_grado","total_entre_35_50","mujeres_mas_65","total_china","estudiantes_de_grado"
"1800",2807915025,28079,15,25,6,"Entre 31.040€ y 34.950€",520,1020,205,271,168,2,20
"1801",2807915026,28079,15,26,3,"Entre 23.140€ y 25.295€",465,1255,150,230,136,0,105
"1802",2807915027,28079,15,27,5,"Entre 27.760€ y 31.040€",380,810,215,215,132,8,50
"1803",2807915028,28079,15,28,6,"Entre 31.040€ y 34.950€",520,1105,250,189,187,0,20
"1804",2807915029,28079,15,29,4,"Entre 25.295€ y 27.760€",540,1015,170,259,230,0,0
"1805",2807915030,28079,15,30,7,"Entre 34.950€ y 39.755€",515,1110,395,222,230,2,10
"1806",2807915031,28079,15,31,6,"Entre 31.040€ y 34.950€",505,860,225,220,201,3,0
"1807",2807915032,28079,15,32,6,"Entre 31.040€ y 34.950€",665,1240,315,215,205,5,30
"1808",2807915033,28079,15,33,5,"Entre 27.760€ y 31.040€",830,1265,375,342,220,17,25
"1809",2807915034,28079,15,34,4,"Entre 25.295€ y 27.760€",380,635,90,220,134,8,0
"1810",2807915035,28079,15,35,5,"Entre 27.760€ y 31.040€",550,1205,220,257,193,4,0
"1811",2807915036,28079,15,36,4,"Entre 25.295€ y 27.760€",395,540,80,196,139,8,0
"1812",2807915037,28079,15,37,4,"Entre 25.295€ y 27.760€",780,1335,360,274,170,34,45
"1813",2807915038,28079,15,38,4,"Entre 25.295€ y 27.760€",1035,2145,260,419,228,20,10
"1814",2807915039,28079,15,39,4,"Entre 25.295€ y 27.760€",1045,1980,770,430,249,23,10
"1815",2807915040,28079,15,40,4,"Entre 25.295€ y 27.760€",970,1805,370,388,236,43,30
"1816",2807915041,28079,15,41,5,"Entre 27.760€ y 31.040€",850,2100,260,398,198,16,10
"1817",2807915042,28079,15,42,5,"Entre 27.760€ y 31.040€",745,1490,425,389,192,4,10
"1818",2807915043,28079,15,43,6,"Entre 31.040€ y 34.950€",685,1310,345,345,182,17,10
"1819",2807915044,28079,15,44,6,"Entre 31.040€ y 34.950€",580,1210,260,259,226,37,25
"1820",2807915045,28079,15,45,6,"Entre 31.040€ y 34.950€",595,1255,365,267,188,25,60
"1821",2807915046,28079,15,46,5,"Entre 27.760€ y 31.040€",565,1305,315,357,176,29,40
"1822",2807915047,28079,15,47,5,"Entre 27.760€ y 31.040€",490,1180,235,217,153,10,30
"1823",2807915048,28079,15,48,5,"Entre 27.760€ y 31.040€",530,1200,350,309,161,16,0
"1824",2807915049,28079,15,49,3,"Entre 23.140€ y 25.295€",605,1415,135,352,157,5,0
"1825",2807915050,28079,15,50,5,"Entre 27.760€ y 31.040€",460,810,145,310,186,26,0
"1826",2807915051,28079,15,51,4,"Entre 25.295€ y 27.760€",615,1335,200,399,180,31,0
"1827",2807915052,28079,15,52,4,"Entre 25.295€ y 27.760€",285,585,35,196,77,5,0
"1828",2807915053,28079,15,53,3,"Entre 23.140€ y 25.295€",700,1295,185,386,190,14,0
"1829",2807915054,28079,15,54,3,"Entre 23.140€ y 25.295€",400,1025,85,380,205,17,55
"1830",2807915056,28079,15,56,4,"Entre 25.295€ y 27.760€",435,860,100,372,215,41,20
"1831",2807915057,28079,15,57,4,"Entre 25.295€ y 27.760€",430,1120,130,366,182,14,25
"1832",2807915058,28079,15,58,3,"Entre 23.140€ y 25.295€",390,755,95,275,138,16,10
"1833",2807915059,28079,15,59,3,"Entre 23.140€ y 25.295€",510,1295,110,243,113,9,0
"1834",2807915060,28079,15,60,2,"Entre 21.215€ y 23.140€",545,1345,130,311,143,10,30
"1835",2807915061,28079,15,61,4,"Entre 25.295€ y 27.760€",670,1910,425,339,195,2,30
"1836",2807915062,28079,15,62,6,"Entre 31.040€ y 34.950€",1005,2175,420,710,284,14,25
"1837",2807915065,28079,15,65,7,"Entre 34.950€ y 39.755€",555,1620,430,294,190,5,45
"1838",2807915066,28079,15,66,6,"Entre 31.040€ y 34.950€",260,585,90,145,161,1,0
"1839",2807915067,28079,15,67,6,"Entre 31.040€ y 34.950€",415,910,110,196,202,9,0
"1840",2807915068,28079,15,68,7,"Entre 34.950€ y 39.755€",665,1495,335,253,125,0,25
"1841",2807915069,28079,15,69,8,"Entre 39.755€ y 46.300€",895,2570,685,549,79,1,40
"1842",2807915070,28079,15,70,7,"Entre 34.950€ y 39.755€",785,1930,495,607,255,2,20
"1843",2807915071,28079,15,71,1,"Menos de 21.215€",635,1290,105,292,215,14,0
"1844",2807915073,28079,15,73,2,"Entre 21.215€ y 23.140€",640,1765,230,293,162,12,25
"1845",2807915074,28079,15,74,3,"Entre 23.140€ y 25.295€",850,1690,235,433,272,7,10
"1846",2807915075,28079,15,75,4,"Entre 25.295€ y 27.760€",755,2065,240,339,231,20,15
"1847",2807915076,28079,15,76,3,"Entre 23.140€ y 25.295€",455,905,120,188,178,2,0
"1848",2807915077,28079,15,77,5,"Entre 27.760€ y 31.040€",495,1180,335,212,187,2,45
"1849",2807915078,28079,15,78,1,"Menos de 21.215€",525,875,195,190,136,9,15
"1850",2807915079,28079,15,79,3,"Entre 23.140€ y 25.295€",410,735,55,173,122,1,10
"1851",2807915080,28079,15,80,1,"Menos de 21.215€",405,945,55,176,116,4,25
"1852",2807915081,28079,15,81,2,"Entre 21.215€ y 23.140€",835,1715,105,424,179,6,0
"1853",2807915082,28079,15,82,7,"Entre 34.950€ y 39.755€",630,1520,305,248,208,13,10
"1854",2807915083,28079,15,83,3,"Entre 23.140€ y 25.295€",530,1190,155,379,168,45,10
"1855",2807915084,28079,15,84,4,"Entre 25.295€ y 27.760€",415,965,195,270,139,33,0
"1856",2807915085,28079,15,85,5,"Entre 27.760€ y 31.040€",650,1895,360,392,183,51,35
"1857",2807915086,28079,15,86,6,"Entre 31.040€ y 34.950€",530,930,260,200,161,16,15
"1858",2807915087,28079,15,87,1,"Menos de 21.215€",830,1540,265,317,140,8,35
"1859",2807915088,28079,15,88,1,"Menos de 21.215€",635,1590,105,320,146,29,0
"1860",2807915089,28079,15,89,4,"Entre 25.295€ y 27.760€",585,1030,205,293,179,42,20
"1861",2807915090,28079,15,90,7,"Entre 34.950€ y 39.755€",685,1720,515,354,267,7,25
"1862",2807915092,28079,15,92,8,"Entre 39.755€ y 46.300€",775,1740,600,402,242,4,0
"1863",2807915093,28079,15,93,6,"Entre 31.040€ y 34.950€",500,1165,225,309,197,22,45
"1864",2807915094,28079,15,94,5,"Entre 27.760€ y 31.040€",730,1140,410,331,179,5,15
"1865",2807915095,28079,15,95,3,"Entre 23.140€ y 25.295€",355,740,125,214,135,3,0
"1866",2807915096,28079,15,96,5,"Entre 27.760€ y 31.040€",585,925,190,287,216,18,0
"1867",2807915097,28079,15,97,5,"Entre 27.760€ y 31.040€",310,520,150,244,111,20,10
"1868",2807915098,28079,15,98,4,"Entre 25.295€ y 27.760€",465,655,135,237,147,14,10
"1869",2807915099,28079,15,99,4,"Entre 25.295€ y 27.760€",495,985,155,382,210,12,10
"1870",2807915100,28079,15,100,4,"Entre 25.295€ y 27.760€",480,1305,135,202,132,25,10
"1871",2807915101,28079,15,101,5,"Entre 27.760€ y 31.040€",495,710,100,266,133,14,10
"1872",2807915102,28079,15,102,4,"Entre 25.295€ y 27.760€",495,835,230,220,156,13,15
"1873",2807915103,28079,15,103,4,"Entre 25.295€ y 27.760€",545,1135,245,276,154,7,0
"1874",2807915104,28079,15,104,3,"Entre 23.140€ y 25.295€",445,760,225,141,122,4,0
"1875",2807915105,28079,15,105,4,"Entre 25.295€ y 27.760€",360,575,125,321,270,28,0
"1876",2807915106,28079,15,106,5,"Entre 27.760€ y 31.040€",570,960,290,295,187,17,20
"1877",2807915108,28079,15,108,5,"Entre 27.760€ y 31.040€",465,925,250,187,171,3,0
"1878",2807915109,28079,15,109,6,"Entre 31.040€ y 34.950€",720,1315,445,311,196,5,0
"1879",2807915110,28079,15,110,3,"Entre 23.140€ y 25.295€",420,810,220,259,128,7,0
"1880",2807915111,28079,15,111,6,"Entre 31.040€ y 34.950€",390,820,195,178,147,12,25
"1881",2807915112,28079,15,112,5,"Entre 27.760€ y 31.040€",795,1680,575,320,196,24,0
"1882",2807915113,28079,15,113,5,"Entre 27.760€ y 31.040€",715,1480,415,305,191,12,30
"1883",2807915114,28079,15,114,6,"Entre 31.040€ y 34.950€",425,625,225,181,142,10,0
"1884",2807915115,28079,15,115,6,"Entre 31.040€ y 34.950€",1165,2135,585,398,276,42,85
"1885",2807915116,28079,15,116,5,"Entre 27.760€ y 31.040€",590,1230,220,249,186,14,0
"1886",2807915117,28079,15,117,4,"Entre 25.295€ y 27.760€",885,1720,415,325,212,7,10
"1887",2807915118,28079,15,118,3,"Entre 23.140€ y 25.295€",645,1170,415,224,155,1,0
"1888",2807915119,28079,15,119,3,"Entre 23.140€ y 25.295€",725,1155,215,265,200,7,30
"1889",2807915120,28079,15,120,3,"Entre 23.140€ y 25.295€",625,1110,220,210,171,17,10
"1890",2807915121,28079,15,121,4,"Entre 25.295€ y 27.760€",520,900,270,169,142,0,0
"1891",2807915122,28079,15,122,6,"Entre 31.040€ y 34.950€",690,1215,375,239,194,4,10
"1892",2807915123,28079,15,123,7,"Entre 34.950€ y 39.755€",685,1460,465,276,166,11,80
"1893",2807915124,28079,15,124,6,"Entre 31.040€ y 34.950€",600,1635,295,215,158,3,55
"1894",2807915125,28079,15,125,9,"Entre  46.300€ y 58.390€",465,1040,350,171,135,5,0
"1895",2807915126,28079,15,126,5,"Entre 27.760€ y 31.040€",510,1145,340,294,170,2,10
"1896",2807915127,28079,15,127,8,"Entre 39.755€ y 46.300€",805,1605,530,363,255,6,45
"1897",2807915128,28079,15,128,9,"Entre  46.300€ y 58.390€",1275,3165,1150,487,273,3,40
"1898",2807915129,28079,15,129,6,"Entre 31.040€ y 34.950€",420,795,315,182,109,3,0
"1899",2807915130,28079,15,130,6,"Entre 31.040€ y 34.950€",655,980,190,201,173,11,0
"1900",2807915131,28079,15,131,5,"Entre 27.760€ y 31.040€",585,1090,295,175,147,1,10
"1901",2807915132,28079,15,132,6,"Entre 31.040€ y 34.950€",590,1405,320,194,166,6,40
"1902",2807915133,28079,15,133,6,"Entre 31.040€ y 34.950€",820,1830,415,297,263,9,90
"1903",2807915134,28079,15,134,7,"Entre 34.950€ y 39.755€",595,1210,435,226,209,20,15
"1904",2807915135,28079,15,135,5,"Entre 27.760€ y 31.040€",890,1825,460,433,261,19,10
"1905",2807915136,28079,15,136,5,"Entre 27.760€ y 31.040€",450,815,195,210,172,20,10
"1906",2807915138,28079,15,138,3,"Entre 23.140€ y 25.295€",915,1850,560,299,221,11,10
"1907",2807915139,28079,15,139,3,"Entre 23.140€ y 25.295€",435,935,55,153,136,0,0
"1908",2807915140,28079,15,140,3,"Entre 23.140€ y 25.295€",485,900,240,160,150,1,0
"1909",2807915141,28079,15,141,6,"Entre 31.040€ y 34.950€",695,1190,330,234,192,4,30
"1910",2807915142,28079,15,142,9,"Entre  46.300€ y 58.390€",610,1310,565,191,206,5,30
"1911",2807915143,28079,15,143,10,"Más de 58.390€",980,2035,835,458,296,4,70
"1912",2807915144,28079,15,144,10,"Más de 58.390€",620,1545,755,395,201,2,25
"1913",2807915145,28079,15,145,9,"Entre  46.300€ y 58.390€",310,750,385,161,105,1,0
"1914",2807915146,28079,15,146,9,"Entre  46.300€ y 58.390€",570,1195,520,168,142,1,45
"1915",2807915147,28079,15,147,10,"Más de 58.390€",405,1240,560,137,111,0,20
"1916",2807915148,28079,15,148,7,"Entre 34.950€ y 39.755€",715,1400,550,199,169,9,0
"1917",2807915149,28079,15,149,8,"Entre 39.755€ y 46.300€",665,1775,620,303,255,22,10
"1918",2807915150,28079,15,150,10,"Más de 58.390€",795,1750,975,344,210,10,60
"1919",2807915151,28079,15,151,9,"Entre  46.300€ y 58.390€",620,1415,785,394,240,19,15
"1920",2807915153,28079,15,153,9,"Entre  46.300€ y 58.390€",295,745,280,111,137,2,30
"1921",2807915154,28079,15,154,8,"Entre 39.755€ y 46.300€",615,1475,735,232,163,1,20
"1922",2807915155,28079,15,155,10,"Más de 58.390€",660,1425,735,342,173,3,25
"1923",2807915156,28079,15,156,7,"Entre 34.950€ y 39.755€",815,1560,700,341,214,13,0
"1924",2807915157,28079,15,157,9,"Entre  46.300€ y 58.390€",550,1295,595,237,118,16,0
"1925",2807915158,28079,15,158,10,"Más de 58.390€",650,1090,680,298,182,8,30
"1926",2807915159,28079,15,159,10,"Más de 58.390€",720,1575,830,334,221,6,20
"1927",2807915160,28079,15,160,10,"Más de 58.390€",920,2085,960,502,290,7,170
"1928",2807915161,28079,15,161,10,"Más de 58.390€",700,2150,995,460,183,6,105
"1929",2807915162,28079,15,162,10,"Más de 58.390€",620,1705,940,326,252,3,10
"1930",2807915163,28079,15,163,9,"Entre  46.300€ y 58.390€",520,1685,870,252,179,4,10
"1931",2807915164,28079,15,164,10,"Más de 58.390€",400,1090,545,169,183,1,45
"1932",2807915165,28079,15,165,10,"Más de 58.390€",395,1000,445,184,183,0,0
"1933",2807915166,28079,15,166,10,"Más de 58.390€",335,860,530,167,150,7,25
"1934",2807915167,28079,15,167,10,"Más de 58.390€",410,1065,510,180,164,0,10
"1935",2807915168,28079,15,168,10,"Más de 58.390€",670,1690,785,354,220,8,20
"1936",2807915170,28079,15,170,10,"Más de 58.390€",870,2410,1325,444,164,10,115
"1937",2807915171,28079,15,171,5,"Entre 27.760€ y 31.040€",450,870,190,296,133,10,40
"1938",2807915172,28079,15,172,10,"Más de 58.390€",510,1465,555,176,125,2,45
"1939",2807915173,28079,15,173,10,"Más de 58.390€",825,2005,945,373,174,3,60
"1940",2807915174,28079,15,174,10,"Más de 58.390€",630,1555,930,257,174,8,25
"1941",2807915175,28079,15,175,8,"Entre 39.755€ y 46.300€",650,1445,515,223,201,5,0
"1942",2807915176,28079,15,176,9,"Entre  46.300€ y 58.390€",905,1720,845,480,154,4,20
"1943",2807915177,28079,15,177,7,"Entre 34.950€ y 39.755€",470,1135,235,263,230,0,0
"1944",2807915178,28079,15,178,9,"Entre  46.300€ y 58.390€",630,1680,745,304,73,6,55
"1945",2807915179,28079,15,179,7,"Entre 34.950€ y 39.755€",620,1765,525,175,184,6,30
"1946",2807915180,28079,15,180,9,"Entre  46.300€ y 58.390€",1060,2930,1355,574,92,9,175
"1947",2807915181,28079,15,181,9,"Entre  46.300€ y 58.390€",415,1090,310,254,93,4,35
"1948",2807915182,28079,15,182,9,"Entre  46.300€ y 58.390€",325,920,485,114,68,0,0
"1949",2807916001,28079,16,1,10,"Más de 58.390€",530,1635,790,394,174,15,70
"1950",2807916002,28079,16,2,10,"Más de 58.390€",1410,4175,2150,509,92,16,65
"1951",2807916003,28079,16,3,10,"Más de 58.390€",925,2735,1265,545,92,13,60
"1952",2807916004,28079,16,4,10,"Más de 58.390€",805,2460,1475,520,195,1,95
"1953",2807916005,28079,16,5,10,"Más de 58.390€",740,2115,1120,378,233,8,40
"1954",2807916006,28079,16,6,9,"Entre  46.300€ y 58.390€",730,1920,675,434,279,23,75
"1955",2807916007,28079,16,7,9,"Entre  46.300€ y 58.390€",900,2050,720,490,286,12,45
"1956",2807916008,28079,16,8,3,"Entre 23.140€ y 25.295€",510,865,75,194,180,0,10
"1957",2807916009,28079,16,9,2,"Entre 21.215€ y 23.140€",560,1005,160,251,152,17,10
"1958",2807916011,28079,16,11,4,"Entre 25.295€ y 27.760€",855,1290,135,286,212,4,20
"1959",2807916012,28079,16,12,4,"Entre 25.295€ y 27.760€",410,740,75,164,140,9,15
"1960",2807916013,28079,16,13,7,"Entre 34.950€ y 39.755€",460,1400,260,243,217,1,0
"1961",2807916014,28079,16,14,6,"Entre 31.040€ y 34.950€",345,830,105,148,232,1,0
"1962",2807916015,28079,16,15,7,"Entre 34.950€ y 39.755€",545,1235,130,273,259,8,25
"1963",2807916016,28079,16,16,6,"Entre 31.040€ y 34.950€",470,1175,345,213,209,2,0
"1964",2807916017,28079,16,17,7,"Entre 34.950€ y 39.755€",450,1035,295,237,241,0,30
"1965",2807916018,28079,16,18,7,"Entre 34.950€ y 39.755€",310,730,180,154,176,6,10
"1966",2807916019,28079,16,19,7,"Entre 34.950€ y 39.755€",415,1015,205,189,221,0,0
"1967",2807916020,28079,16,20,7,"Entre 34.950€ y 39.755€",460,1295,355,254,222,4,10
"1968",2807916021,28079,16,21,8,"Entre 39.755€ y 46.300€",565,1195,360,196,226,7,0
"1969",2807916022,28079,16,22,7,"Entre 34.950€ y 39.755€",565,1395,255,352,263,21,0
"1970",2807916024,28079,16,24,6,"Entre 31.040€ y 34.950€",905,2225,490,534,283,15,10
"1971",2807916025,28079,16,25,7,"Entre 34.950€ y 39.755€",1320,2790,845,499,145,10,75
"1972",2807916026,28079,16,26,4,"Entre 25.295€ y 27.760€",410,725,120,186,160,2,0
"1973",2807916027,28079,16,27,5,"Entre 27.760€ y 31.040€",300,650,170,186,144,14,0
"1974",2807916028,28079,16,28,7,"Entre 34.950€ y 39.755€",480,1155,245,223,206,1,45
"1975",2807916029,28079,16,29,5,"Entre 27.760€ y 31.040€",465,1020,90,287,247,6,0
"1976",2807916030,28079,16,30,6,"Entre 31.040€ y 34.950€",855,1950,480,432,229,8,35
"1977",2807916031,28079,16,31,8,"Entre 39.755€ y 46.300€",475,1270,325,195,156,1,35
"1978",2807916032,28079,16,32,8,"Entre 39.755€ y 46.300€",695,1650,550,231,125,3,70
"1979",2807916033,28079,16,33,7,"Entre 34.950€ y 39.755€",985,1920,565,413,191,22,95
"1980",2807916034,28079,16,34,6,"Entre 31.040€ y 34.950€",840,1875,590,520,201,14,90
"1981",2807916035,28079,16,35,9,"Entre  46.300€ y 58.390€",520,1170,405,321,206,6,0
"1982",2807916036,28079,16,36,10,"Más de 58.390€",1060,2660,1135,672,199,7,60
"1983",2807916037,28079,16,37,4,"Entre 25.295€ y 27.760€",570,945,145,236,176,9,20
"1984",2807916038,28079,16,38,6,"Entre 31.040€ y 34.950€",600,1335,385,286,201,15,15
"1985",2807916039,28079,16,39,2,"Entre 21.215€ y 23.140€",685,1130,165,254,163,5,0
"1986",2807916040,28079,16,40,2,"Entre 21.215€ y 23.140€",680,1400,85,239,206,6,10
"1987",2807916041,28079,16,41,2,"Entre 21.215€ y 23.140€",660,1240,110,160,132,10,15
"1988",2807916042,28079,16,42,5,"Entre 27.760€ y 31.040€",565,965,130,183,142,11,0
"1989",2807916043,28079,16,43,4,"Entre 25.295€ y 27.760€",395,860,145,219,136,6,10
"1990",2807916044,28079,16,44,7,"Entre 34.950€ y 39.755€",540,940,205,244,179,8,25
"1991",2807916045,28079,16,45,9,"Entre  46.300€ y 58.390€",630,1765,550,341,174,3,80
"1992",2807916046,28079,16,46,8,"Entre 39.755€ y 46.300€",915,1975,520,369,294,5,30
"1993",2807916047,28079,16,47,5,"Entre 27.760€ y 31.040€",335,580,85,109,150,4,0
"1994",2807916048,28079,16,48,7,"Entre 34.950€ y 39.755€",860,2155,585,445,286,7,45
"1995",2807916049,28079,16,49,9,"Entre  46.300€ y 58.390€",540,1485,490,164,153,1,10
"1996",2807916050,28079,16,50,6,"Entre 31.040€ y 34.950€",710,1890,345,308,213,0,20
"1997",2807916051,28079,16,51,5,"Entre 27.760€ y 31.040€",535,1205,235,252,142,5,25
"1998",2807916052,28079,16,52,4,"Entre 25.295€ y 27.760€",815,1930,200,261,183,4,15
"1999",2807916053,28079,16,53,4,"Entre 25.295€ y 27.760€",530,1225,150,221,134,6,10
"2000",2807916054,28079,16,54,4,"Entre 25.295€ y 27.760€",480,860,55,174,156,1,0
"2001",2807916055,28079,16,55,2,"Entre 21.215€ y 23.140€",440,850,105,185,143,0,0
"2002",2807916056,28079,16,56,2,"Entre 21.215€ y 23.140€",445,895,90,168,128,8,0
"2003",2807916057,28079,16,57,4,"Entre 25.295€ y 27.760€",580,1005,140,266,178,1,0
"2004",2807916058,28079,16,58,5,"Entre 27.760€ y 31.040€",780,1410,260,378,188,20,0
"2005",2807916059,28079,16,59,6,"Entre 31.040€ y 34.950€",815,1635,185,308,352,6,25
"2006",2807916060,28079,16,60,8,"Entre 39.755€ y 46.300€",605,1520,365,304,274,10,50
"2007",2807916061,28079,16,61,8,"Entre 39.755€ y 46.300€",615,1485,315,267,285,3,45
"2008",2807916062,28079,16,62,7,"Entre 34.950€ y 39.755€",280,595,190,128,118,5,0
"2009",2807916063,28079,16,63,8,"Entre 39.755€ y 46.300€",435,960,320,188,236,0,0
"2010",2807916064,28079,16,64,8,"Entre 39.755€ y 46.300€",620,1295,270,254,229,4,0
"2011",2807916065,28079,16,65,3,"Entre 23.140€ y 25.295€",810,1180,215,203,155,1,10
"2012",2807916066,28079,16,66,4,"Entre 25.295€ y 27.760€",715,1255,425,237,162,2,0
"2013",2807916067,28079,16,67,2,"Entre 21.215€ y 23.140€",585,1180,145,388,270,6,0
"2014",2807916069,28079,16,69,5,"Entre 27.760€ y 31.040€",450,1005,245,298,201,6,0
"2015",2807916070,28079,16,70,7,"Entre 34.950€ y 39.755€",755,1940,430,376,180,6,50
"2016",2807916071,28079,16,71,2,"Entre 21.215€ y 23.140€",475,1150,50,235,176,0,10
"2017",2807916072,28079,16,72,2,"Entre 21.215€ y 23.140€",295,850,85,126,104,0,0
"2018",2807916073,28079,16,73,3,"Entre 23.140€ y 25.295€",550,1200,100,348,217,22,30
"2019",2807916074,28079,16,74,2,"Entre 21.215€ y 23.140€",370,710,95,251,179,2,0
"2020",2807916075,28079,16,75,4,"Entre 25.295€ y 27.760€",700,1315,355,283,198,6,0
"2021",2807916076,28079,16,76,2,"Entre 21.215€ y 23.140€",495,895,165,265,240,7,10
"2022",2807916077,28079,16,77,3,"Entre 23.140€ y 25.295€",635,1260,155,338,207,37,20
"2023",2807916078,28079,16,78,2,"Entre 21.215€ y 23.140€",485,1115,75,206,113,5,0
"2024",2807916079,28079,16,79,7,"Entre 34.950€ y 39.755€",780,1890,460,516,168,8,55
"2025",2807916080,28079,16,80,10,"Más de 58.390€",375,770,360,140,145,3,25
"2026",2807916081,28079,16,81,9,"Entre  46.300€ y 58.390€",470,1030,460,212,187,7,25
"2027",2807916082,28079,16,82,2,"Entre 21.215€ y 23.140€",385,790,35,199,94,4,10
"2028",2807916083,28079,16,83,4,"Entre 25.295€ y 27.760€",1020,2170,340,483,219,17,70
"2029",2807916085,28079,16,85,6,"Entre 31.040€ y 34.950€",625,1505,280,293,141,5,70
"2030",2807916086,28079,16,86,6,"Entre 31.040€ y 34.950€",765,1795,410,489,190,21,10
"2031",2807916087,28079,16,87,5,"Entre 27.760€ y 31.040€",395,755,120,206,140,8,10
"2032",2807916088,28079,16,88,6,"Entre 31.040€ y 34.950€",680,1365,425,307,257,6,0
"2033",2807916089,28079,16,89,6,"Entre 31.040€ y 34.950€",425,820,160,157,187,0,20
"2034",2807916090,28079,16,90,5,"Entre 27.760€ y 31.040€",550,1285,195,284,195,6,0
"2035",2807916091,28079,16,91,10,"Más de 58.390€",610,2135,910,609,36,15,55
"2036",2807916092,28079,16,92,8,"Entre 39.755€ y 46.300€",520,1185,465,264,154,8,30
"2037",2807916093,28079,16,93,9,"Entre  46.300€ y 58.390€",395,970,350,222,147,7,0
"2038",2807916096,28079,16,96,9,"Entre  46.300€ y 58.390€",530,1650,405,348,81,7,55
"2039",2807916097,28079,16,97,6,"Entre 31.040€ y 34.950€",785,1730,360,286,202,6,35
"2040",2807916098,28079,16,98,9,"Entre  46.300€ y 58.390€",645,1635,750,258,191,0,50
"2041",2807916099,28079,16,99,9,"Entre  46.300€ y 58.390€",700,1855,745,365,185,13,10
"2042",2807916100,28079,16,100,9,"Entre  46.300€ y 58.390€",405,1360,275,158,61,2,20
"2043",2807916101,28079,16,101,9,"Entre  46.300€ y 58.390€",490,1300,255,130,96,7,45
"2044",2807916102,28079,16,102,10,"Más de 58.390€",1055,3255,1650,549,152,4,80
"2045",2807916103,28079,16,103,10,"Más de 58.390€",685,1960,785,434,161,4,40
"2046",2807916104,28079,16,104,8,"Entre 39.755€ y 46.300€",810,2435,625,358,87,12,40
"2047",2807916105,28079,16,105,10,"Más de 58.390€",360,995,450,230,164,4,0
"2048",2807916106,28079,16,106,9,"Entre  46.300€ y 58.390€",1185,1640,865,512,257,5,55
"2049",2807916107,28079,16,107,9,"Entre  46.300€ y 58.390€",495,1140,245,1025,145,21,0
"2050",2807916108,28079,16,108,9,"Entre  46.300€ y 58.390€",1205,3090,1520,1275,103,23,35
"2051",2807916109,28079,16,109,4,"Entre 25.295€ y 27.760€",790,2060,395,868,86,12,40
"2052",2807916110,28079,16,110,8,"Entre 39.755€ y 46.300€",1035,2475,1100,1025,39,11,25
"2053",2807916111,28079,16,111,9,"Entre  46.300€ y 58.390€",970,2330,1070,1025,90,14,65
"2054",2807916112,28079,16,112,8,"Entre 39.755€ y 46.300€",495,1630,505,505,49,7,25
"2055",2807916113,28079,16,113,10,"Más de 58.390€",725,1845,765,421,92,2,50
"2056",2807916114,28079,16,114,9,"Entre  46.300€ y 58.390€",1955,4325,2125,1030,130,26,125
"2057",2807916115,28079,16,115,10,"Más de 58.390€",870,2300,1310,664,64,38,35
"2058",2807916116,28079,16,116,7,"Entre 34.950€ y 39.755€",445,710,280,605,40,9,15
"2059",2807916117,28079,16,117,8,"Entre 39.755€ y 46.300€",845,2000,910,943,58,12,80
"2060",2807916118,28079,16,118,9,"Entre  46.300€ y 58.390€",890,2280,1115,1013,34,25,35
"2061",2807916119,28079,16,119,8,"Entre 39.755€ y 46.300€",1360,2960,1600,758,43,19,35
"2062",2807916120,28079,16,120,7,"Entre 34.950€ y 39.755€",960,1665,575,773,45,2,50
"2063",2807916121,28079,16,121,10,"Más de 58.390€",0,0,0,451,63,3,0
"2064",2807916122,28079,16,122,9,"Entre  46.300€ y 58.390€",0,0,0,620,37,15,0
"2065",2807916123,28079,16,123,10,"Más de 58.390€",0,0,0,435,39,5,0
"2066",2807916124,28079,16,124,9,"Entre  46.300€ y 58.390€",0,0,0,2077,55,26,0
"2067",2807916125,28079,16,125,9,"Entre  46.300€ y 58.390€",0,0,0,692,65,13,0
"2068",2807917002,28079,17,2,2,"Entre 21.215€ y 23.140€",630,1515,135,321,195,13,10
"2069",2807917003,28079,17,3,2,"Entre 21.215€ y 23.140€",555,920,35,287,193,16,0
"2070",2807917004,28079,17,4,1,"Menos de 21.215€",515,1155,125,530,258,15,0
"2071",2807917006,28079,17,6,2,"Entre 21.215€ y 23.140€",655,1165,65,346,192,8,0
"2072",2807917007,28079,17,7,1,"Menos de 21.215€",350,790,85,236,116,8,0
"2073",2807917008,28079,17,8,2,"Entre 21.215€ y 23.140€",470,1005,105,351,174,6,10
"2074",2807917009,28079,17,9,2,"Entre 21.215€ y 23.140€",310,585,30,215,105,13,10
"2075",2807917010,28079,17,10,2,"Entre 21.215€ y 23.140€",525,1425,230,289,176,8,10
"2076",2807917011,28079,17,11,2,"Entre 21.215€ y 23.140€",510,870,50,324,144,8,0
"2077",2807917012,28079,17,12,2,"Entre 21.215€ y 23.140€",605,1090,40,365,202,16,0
"2078",2807917013,28079,17,13,2,"Entre 21.215€ y 23.140€",365,630,45,203,113,1,25
"2079",2807917014,28079,17,14,1,"Menos de 21.215€",435,830,20,266,126,3,15
"2080",2807917015,28079,17,15,1,"Menos de 21.215€",500,970,35,378,144,2,10
"2081",2807917016,28079,17,16,1,"Menos de 21.215€",485,910,35,210,135,5,0
"2082",2807917017,28079,17,17,3,"Entre 23.140€ y 25.295€",425,1000,115,199,149,3,10
"2083",2807917018,28079,17,18,1,"Menos de 21.215€",465,955,100,268,124,0,15
"2084",2807917019,28079,17,19,1,"Menos de 21.215€",430,865,50,203,111,8,0
